,Track Name,Artist,URL,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
457,Hallucinating,Future,https://open.spotify.com/track/2zGvXOnaY9owBpYz3ZLjw5,2zGvXOnaY9owBpYz3ZLjw5,0.365,0.787,221610,0.492,2.47e-05,10,0.239,-6.574,0,0.256,130.016,4,0.241
458,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,6kex4EBAj0WHXDKZMEJaaF,0.075,0.696,216409,0.817,0.0,1,0.187,-3.862,1,0.109,98.064,4,0.782
459,Keep Quiet,Future,https://open.spotify.com/track/1T1EHAL3pmig8Iq3FEH4Dp,1T1EHAL3pmig8Iq3FEH4Dp,0.0292,0.815,202290,0.528,0.0,4,0.0896,-7.414,0,0.12,133.981,4,0.198
460,Turn On Me,Future,https://open.spotify.com/track/1yzZCSTv2RSZ5iExaTxN9F,1yzZCSTv2RSZ5iExaTxN9F,0.231,0.729,264836,0.384,0.0,11,0.115,-9.662,1,0.131,126.982,4,0.3
461,I Thank U,Future,https://open.spotify.com/track/3E9rIeDco4hjr45N2hDrKc,3E9rIeDco4hjr45N2hDrKc,0.0862,0.858,141343,0.574,1.24e-06,8,0.132,-7.664,0,0.216,130.072,4,0.329
462,New Illuminati,Future,https://open.spotify.com/track/6CfqeFJeRSivf74w0TZBXZ,6CfqeFJeRSivf74w0TZBXZ,0.0182,0.904,181743,0.715,0.000707,1,0.215,-6.509,1,0.285,140.001,4,0.625
463,Good Day (feat. DJ Snake & Elliphant),Yellow Claw,https://open.spotify.com/track/2AmjhQbiL663mGtaVDB6Jx,2AmjhQbiL663mGtaVDB6Jx,0.009,0.646,228342,0.748,0.0,9,0.283,-5.469,0,0.0389,103.996,4,0.136
464,Emoji of a Wave,John Mayer,https://open.spotify.com/track/5ddXMXmXZ2FN4iliTG20nO,5ddXMXmXZ2FN4iliTG20nO,0.771,0.494,239667,0.365,0.000978,11,0.139,-8.92,1,0.0279,165.766,4,0.191
465,Still Feel Like Your Man,John Mayer,https://open.spotify.com/track/1LM6t24SjQr2bJHqeGIR4U,1LM6t24SjQr2bJHqeGIR4U,0.547,0.858,234920,0.6,0.00113,2,0.132,-6.677,1,0.063,106.023,4,0.513
466,Make Love,Gucci Mane,https://open.spotify.com/track/2KlDzyTJVmOlH1sVTuPcSF,2KlDzyTJVmOlH1sVTuPcSF,0.00529,0.971,302057,0.548,0.00155,11,0.11,-6.82,1,0.154,129.994,4,0.183
467,"Audition (The Fools Who Dream) - From ""La La Land"" Soundtrack",Emma Stone,https://open.spotify.com/track/2lDWYLNnfYyXngjz4plpy2,2lDWYLNnfYyXngjz4plpy2,0.791,0.396,228267,0.153,0.0,2,0.348,-11.598,0,0.0475,127.458,4,0.308
468,Earned It (Fifty Shades Of Grey),The Weeknd,https://open.spotify.com/track/7ID2dydg1QFuWObmdhwzfm,7ID2dydg1QFuWObmdhwzfm,0.441,0.48,277707,0.281,0.0,2,0.0757,-8.409,0,0.0387,119.783,3,0.373
469,Everyday,Ariana Grande,https://open.spotify.com/track/3FiE2d325mIOc4YjkSLVJR,3FiE2d325mIOc4YjkSLVJR,0.0192,0.635,194840,0.738,0.0,7,0.15,-4.424,0,0.0519,130.971,4,0.428
470,Look At Me!,XXXTENTACION,https://open.spotify.com/track/4ARPvK8DHLwt4oX65ZAFMw,4ARPvK8DHLwt4oX65ZAFMw,0.259,0.763,126346,0.726,0.0,1,0.0976,-6.405,1,0.282,139.059,4,0.349
471,In Case You Didn't Know,Brett Young,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw,10M2Ex445zw585Ducldzkw,0.357,0.599,224853,0.542,0.0,10,0.104,-7.274,1,0.0304,148.003,4,0.383
472,Green Light,Lorde,https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5,0gbBzIqrECJOEPvQJIBFs5,0.0162,0.616,234653,0.714,1.23e-05,9,0.0817,-7.792,1,0.0982,128.924,4,0.24
473,Everyday We Lit (feat. PnB Rock),YFN Lucci,https://open.spotify.com/track/4PzovBqgnSHKd8opsP7IVM,4PzovBqgnSHKd8opsP7IVM,0.128,0.758,197171,0.646,0.0,7,0.0778,-4.701,1,0.112,155.955,4,0.589
474,What Do I Know?,Ed Sheeran,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92,2pJZ1v8HezrAoZ0Fhzby92,0.251,0.838,237333,0.492,0.0,1,0.262,-5.69,0,0.038,115.092,4,0.895
475,Eraser,Ed Sheeran,https://open.spotify.com/track/7oolFzHipTMg2nL7shhdz2,7oolFzHipTMg2nL7shhdz2,0.086,0.64,227427,0.812,0.0,8,0.0509,-5.647,0,0.0834,86.013,4,0.914
476,Dive,Ed Sheeran,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,51ChrwmUPDJvedPQnIU8Ls,0.355,0.761,238440,0.386,0.0,4,0.0953,-6.158,1,0.0399,134.943,3,0.526
477,Perfect,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,0.163,0.599,263400,0.448,0.0,8,0.106,-6.312,1,0.0232,95.05,3,0.168
478,New Man,Ed Sheeran,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG,5HDPtsnyb3maFmPL8LLUTG,0.0559,0.78,189280,0.745,0.0,7,0.0595,-3.97,1,0.145,94.026,4,0.862
479,Galway Girl,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,0afhq8XCExXpqazXczTSve,0.0735,0.624,170827,0.876,0.0,9,0.327,-3.374,1,0.1,99.943,4,0.781
480,Happier,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2RttW7RAu5nOAfq6YFvApB,0.536,0.522,207520,0.385,0.0,0,0.135,-7.355,1,0.0288,89.792,4,0.236
481,Hearts Don't Break Around Here,Ed Sheeran,https://open.spotify.com/track/2dfHh7ECGxfNqZTQno09Vk,2dfHh7ECGxfNqZTQno09Vk,0.719,0.604,248413,0.366,0.0,7,0.162,-7.881,1,0.0267,105.177,3,0.181
482,Supermarket Flowers,Ed Sheeran,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG,4VuS959DSpr82t3qBqCrWG,0.914,0.589,221107,0.242,0.0,6,0.0887,-10.517,1,0.0442,89.749,4,0.257
483,Barcelona,Ed Sheeran,https://open.spotify.com/track/3Lfiu5sZ4M4B6JaKMBc0FU,3Lfiu5sZ4M4B6JaKMBc0FU,0.448,0.747,191147,0.76,0.0,1,0.153,-4.294,1,0.187,99.975,4,0.682
484,Bibia Be Ye Ye,Ed Sheeran,https://open.spotify.com/track/6SznMYPQJHzr3IwsAHLId2,6SznMYPQJHzr3IwsAHLId2,0.52,0.738,176747,0.677,0.0,7,0.133,-5.121,1,0.0824,127.067,4,0.882
485,Nancy Mulligan,Ed Sheeran,https://open.spotify.com/track/35QZaWQRkmnAVqBF1TLCxQ,35QZaWQRkmnAVqBF1TLCxQ,0.117,0.68,179787,0.852,0.0,7,0.0866,-4.35,1,0.0349,101.993,4,0.858
486,Save Myself,Ed Sheeran,https://open.spotify.com/track/6TIU9Ehmi6dMzZK73Ym4yj,6TIU9Ehmi6dMzZK73Ym4yj,0.85,0.552,247107,0.29,0.0,10,0.227,-5.617,1,0.0448,78.842,4,0.481
487,Hypnotised,Coldplay,https://open.spotify.com/track/5LXj9Ch3O9ATm1NoHT8GXn,5LXj9Ch3O9ATm1NoHT8GXn,0.339,0.513,355172,0.683,0.739,5,0.0871,-6.185,1,0.032,120.056,4,0.153
488,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",Lil Uzi Vert,https://open.spotify.com/track/53MHr9cjIlwet0mpmqNvjC,53MHr9cjIlwet0mpmqNvjC,0.0256,0.733,217561,0.777,0.0,8,0.239,-2.83,0,0.0791,88.494,4,0.724
489,Feel Good (feat. Daya),Gryffin,https://open.spotify.com/track/0NyOeqzqjVM9j7IuWp2oJ6,0NyOeqzqjVM9j7IuWp2oJ6,0.22,0.625,248156,0.707,0.0,2,0.213,-4.761,1,0.0337,138.064,4,0.479
490,8TEEN,Khalid,https://open.spotify.com/track/5bgwqaRSS3M8WHWruHgSL5,5bgwqaRSS3M8WHWruHgSL5,0.225,0.83,228600,0.585,0.00209,1,0.0576,-5.802,1,0.0366,105.03,4,0.642
491,"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,https://open.spotify.com/track/3IHZc2GclRu5nJpTqty7MY,3IHZc2GclRu5nJpTqty7MY,0.172,0.931,274847,0.358,7.17e-06,1,0.152,-5.348,1,0.234,140.052,4,0.0794
492,Royals,Lorde,https://open.spotify.com/track/2dLLR6qlu5UJ5gk0dKz0h3,2dLLR6qlu5UJ5gk0dKz0h3,0.106,0.616,190185,0.432,0.0,7,0.132,-9.546,1,0.133,84.778,4,0.302
493,Saved,Khalid,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU,248OFOZef6ShXv6DGgbnxU,0.189,0.739,206533,0.448,0.0,10,0.118,-10.28,0,0.138,81.044,4,0.553
494,September Song,JP Cooper,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI,0FuTx2s3YH1ppmtiM6l0zI,0.0545,0.623,220291,0.654,0.0,0,0.0838,-5.675,0,0.0372,95.921,4,0.401
495,Up,NAV,https://open.spotify.com/track/5qbcsZMwL0x46sX7VO37Ye,5qbcsZMwL0x46sX7VO37Ye,0.0314,0.705,199520,0.492,0.0,8,0.106,-6.762,0,0.0905,77.114,4,0.36
496,American Teen,Khalid,https://open.spotify.com/track/312WNtMs3F28cUukaPY9bo,312WNtMs3F28cUukaPY9bo,0.0683,0.658,250747,0.623,0.0,0,0.321,-6.934,1,0.0398,100.436,4,0.207
497,Shot Down,Khalid,https://open.spotify.com/track/1Ob94QesoxHSBrypyBbdfd,1Ob94QesoxHSBrypyBbdfd,0.893,0.767,207107,0.512,0.000223,6,0.103,-6.777,1,0.0591,123.921,4,0.489
498,Coaster,Khalid,https://open.spotify.com/track/39KG4kom3enSx4GTThuDGt,39KG4kom3enSx4GTThuDGt,0.935,0.441,199120,0.219,0.0,8,0.115,-14.586,1,0.0419,94.021,4,0.244
499,Hurricane,Luke Combs,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1,6xHI9KjUjYT0FPtGO8Mxa1,0.0153,0.464,222533,0.813,0.0,10,0.254,-6.185,1,0.0416,75.975,4,0.516
500,Juicy,The Notorious B.I.G.,https://open.spotify.com/track/5ByAIlEEnxYdvpnezg7HTX,5ByAIlEEnxYdvpnezg7HTX,0.472,0.889,302693,0.816,0.0,9,0.204,-4.67,1,0.247,96.056,4,0.777
501,Hypnotize - 2014 Remastered Version,The Notorious B.I.G.,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j,7KwZNVEaqikRSBSpyhXK2j,0.145,0.901,229827,0.697,0.0,9,0.287,-3.439,1,0.28,93.941,4,0.67
502,Big Poppa,The Notorious B.I.G.,https://open.spotify.com/track/2g8HN35AnVGIk7B8yMucww,2g8HN35AnVGIk7B8yMucww,0.432,0.778,252747,0.578,0.0,9,0.138,-7.22,0,0.274,84.487,4,0.758
503,Myself,NAV,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN,05nbZ1xxVNwUTcGwLbp7CN,0.664,0.654,226040,0.393,0.0,5,0.114,-7.621,0,0.284,159.741,4,0.105
504,Work REMIX,A$AP Ferg,https://open.spotify.com/track/7xVLFuuYdAvcTfcP3IG3dS,7xVLFuuYdAvcTfcP3IG3dS,0.0246,0.841,283693,0.733,0.0,1,0.174,-5.077,1,0.142,130.009,4,0.284
505,Wanna Be That Song,Brett Eldredge,https://open.spotify.com/track/1XazlqB4YAtvouCmJPWXlM,1XazlqB4YAtvouCmJPWXlM,0.114,0.518,236227,0.686,0.0,9,0.114,-4.911,1,0.0313,144.065,4,0.334
506,No Frauds,Nicki Minaj,https://open.spotify.com/track/7KcGEssn7BnJdTgildK5y0,7KcGEssn7BnJdTgildK5y0,0.0766,0.873,272453,0.561,2.93e-06,1,0.416,-7.013,1,0.272,139.064,4,0.417
507,Liability,Lorde,https://open.spotify.com/track/0or0gNaKAXYYCsOrpvRzAu,0or0gNaKAXYYCsOrpvRzAu,0.923,0.534,171728,0.218,0.0,10,0.0944,-11.16,0,0.111,76.715,4,0.345
508,It's A Vibe,2 Chainz,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6,6H0AwSQ20mo62jGlPGB8S6,0.0263,0.841,210200,0.516,0.00072,11,0.111,-7.461,0,0.118,145.995,4,0.556
509,Changed It,Nicki Minaj,https://open.spotify.com/track/63NTlJWNS65JjsE3QJYr20,63NTlJWNS65JjsE3QJYr20,0.616,0.802,295653,0.628,0.0,11,0.114,-8.352,0,0.431,143.946,4,0.644
510,Trap Trap Trap,Rick Ross,https://open.spotify.com/track/1KZ0Xo6Mmeprp1Sw5xCHYz,1KZ0Xo6Mmeprp1Sw5xCHYz,0.00612,0.729,275720,0.838,0.0,8,0.0721,-4.476,0,0.313,136.869,4,0.349
511,Want Her,Mustard,https://open.spotify.com/track/3sdDgcU2XvO8EwkUsIe7VW,3sdDgcU2XvO8EwkUsIe7VW,0.0702,0.831,275560,0.62,0.000779,5,0.111,-6.236,0,0.0452,101.029,4,0.396
512,Waterfall,Stargate,https://open.spotify.com/track/7pYFPMeK0TnaTGdS6qOtEr,7pYFPMeK0TnaTGdS6qOtEr,0.0987,0.372,200029,0.919,0.0,11,0.234,-1.68,0,0.3,182.785,4,0.419
513,Chanel,Frank Ocean,https://open.spotify.com/track/6Nle9hKrkL1wQpwNfEkxjh,6Nle9hKrkL1wQpwNfEkxjh,0.874,0.776,210285,0.503,0.0,0,0.112,-5.732,0,0.237,110.134,4,0.473
514,You Don't Know Me - Radio Edit,Jax Jones,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,00lNx0OcTJrS3MKHcB80HY,0.163,0.876,213947,0.669,0.0,11,0.185,-6.054,0,0.138,124.007,4,0.682
515,Good Life (with G-Eazy & Kehlani),G-Eazy,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E,1Eck97uRMlprKOOJN9oO1E,0.00464,0.565,225526,0.771,0.0,1,0.0568,-5.22,1,0.213,168.385,4,0.573
516,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,https://open.spotify.com/track/77lGafvlU68CeHgB2pkHC9,77lGafvlU68CeHgB2pkHC9,0.00257,0.537,199973,0.779,0.000129,7,0.209,-6.638,0,0.2,169.909,4,0.212
517,Symphony (feat. Zara Larsson),Clean Bandit,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,1x5sYLZiu9r5E43kMlt9f8,0.259,0.707,212459,0.629,1.6e-05,0,0.138,-4.581,0,0.0563,122.863,4,0.457
518,On The Come Up (feat. Big Sean),Mike WiLL Made-It,https://open.spotify.com/track/7HwKzQBybHSHqdLv25VdtU,7HwKzQBybHSHqdLv25VdtU,0.0389,0.487,235886,0.64,0.0,8,0.673,-6.302,1,0.295,109.939,4,0.508
519,From The D To The A (feat. Lil Yachty),Tee Grizzley,https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2,2NyrXRn4tancYPW6JwtTl2,0.195,0.851,158684,0.625,0.0,10,0.266,-5.417,0,0.303,99.061,4,0.668
520,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,https://open.spotify.com/track/6Q2FftbUG530lCtBI74bMH,6Q2FftbUG530lCtBI74bMH,0.501,0.839,209269,0.81,0.0,5,0.117,-5.274,0,0.0568,129.014,4,0.814
521,Dead Presidents,Rick Ross,https://open.spotify.com/track/3LRoXCTQ7VvvVtzpceHt4y,3LRoXCTQ7VvvVtzpceHt4y,0.00589,0.662,267720,0.808,0.0,9,0.613,-3.06,1,0.122,76.493,4,0.472
522,Idols Become Rivals,Rick Ross,https://open.spotify.com/track/5cQffjWJzgnmEtTzKW6dnh,5cQffjWJzgnmEtTzKW6dnh,0.0123,0.481,341680,0.716,0.0,10,0.141,-5.996,0,0.622,78.829,4,0.404
523,Feels Like Summer,Weezer,https://open.spotify.com/track/6tNQw4RAj7oYogHXVzKJg8,6tNQw4RAj7oYogHXVzKJg8,0.0139,0.468,195390,0.939,9.25e-05,11,0.833,-1.976,1,0.112,176.075,4,0.698
524,I'm Shipping Up To Boston,Dropkick Murphys,https://open.spotify.com/track/7rSERmjAT38lC5QhJ8hnQc,7rSERmjAT38lC5QhJ8hnQc,0.000706,0.452,153600,0.928,0.000637,2,0.226,-3.133,1,0.079,129.188,4,0.6
525,Battle Symphony,Linkin Park,https://open.spotify.com/track/3FQCJI2t5LTbsRPfYVBSVB,3FQCJI2t5LTbsRPfYVBSVB,0.0369,0.653,216281,0.839,0.0,10,0.068,-5.077,1,0.0685,149.034,4,0.669
526,Apple of My Eye,Rick Ross,https://open.spotify.com/track/4M2idH8CQzXQAYlV0NACCt,4M2idH8CQzXQAYlV0NACCt,0.214,0.523,291280,0.783,0.0,6,0.612,-3.755,0,0.185,117.264,5,0.313
527,Dennis Rodman,mansionz,https://open.spotify.com/track/73cAKC1NbxHuFPcQ4slGtl,73cAKC1NbxHuFPcQ4slGtl,0.0571,0.878,190167,0.396,0.0024,1,0.118,-5.313,1,0.0895,95.994,4,0.62
528,Skateboard P (feat. Big Sean),MadeinTYO,https://open.spotify.com/track/07pJdL0L9XDGW0HBj0rIS2,07pJdL0L9XDGW0HBj0rIS2,0.0371,0.831,242307,0.47,0.0,1,0.144,-7.48,0,0.425,75.474,4,0.339
529,Passionfruit,Drake,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,7hDc8b7IXETo14hHIHdnhd,0.256,0.809,298941,0.463,0.085,11,0.109,-11.377,1,0.0396,111.98,4,0.364
530,Free Smoke,Drake,https://open.spotify.com/track/05KOgYg8PGeJyyWBPi5ja8,05KOgYg8PGeJyyWBPi5ja8,0.0621,0.617,218674,0.492,0.0,10,0.484,-7.588,0,0.448,141.953,4,0.208
531,Portland,Drake,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,2bjwRfXMk4uRgOD9IBYl9h,0.0143,0.924,236615,0.444,0.0,1,0.26,-8.227,1,0.243,136.088,4,0.314
532,No Long Talk,Drake,https://open.spotify.com/track/6CfrYuD3YRDYdYvH9jNtXY,6CfrYuD3YRDYdYvH9jNtXY,0.0626,0.919,149569,0.627,0.0,10,0.529,-6.764,0,0.234,97.076,4,0.52
533,Gyalchester,Drake,https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi,6UjfByV1lDLW0SOVQA4NAi,0.0343,0.872,189230,0.389,0.000679,1,0.0941,-8.343,1,0.0634,131.012,4,0.156
534,Sacrifices,Drake,https://open.spotify.com/track/0xl1w2q4VLojeXp4JfazPL,0xl1w2q4VLojeXp4JfazPL,0.0463,0.903,307593,0.432,0.0,8,0.111,-11.885,1,0.426,139.028,4,0.555
535,Blem,Drake,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt,2XlHu0HcujBCkWMdIAvrqt,0.0521,0.724,216558,0.548,7.4e-06,7,0.104,-8.062,0,0.0497,98.017,4,0.392
536,Get It Together,Drake,https://open.spotify.com/track/7y6c07pgjZvtHI9kuMVqk1,7y6c07pgjZvtHI9kuMVqk1,0.0896,0.78,250337,0.729,0.422,5,0.104,-9.138,0,0.0493,123.009,4,0.844
537,Jorja Interlude,Drake,https://open.spotify.com/track/13e6f8t7RKXuxZ0JdaaJRG,13e6f8t7RKXuxZ0JdaaJRG,0.755,0.719,107673,0.354,0.00969,11,0.349,-10.461,1,0.104,123.152,4,0.205
538,4422,Drake,https://open.spotify.com/track/2fkeWbM6iqTw7oGHTYm2lw,2fkeWbM6iqTw7oGHTYm2lw,0.499,0.621,186293,0.247,0.0239,11,0.113,-12.291,0,0.0393,111.974,4,0.221
539,KMT,Drake,https://open.spotify.com/track/2jTujnt0y344ai1rNOywgr,2jTujnt0y344ai1rNOywgr,0.0143,0.872,162638,0.623,0.0214,1,0.125,-6.984,1,0.0446,119.983,4,0.0883
540,Madiba Riddim,Drake,https://open.spotify.com/track/76gUmNLXGQVOsGhfcshkFP,76gUmNLXGQVOsGhfcshkFP,0.235,0.834,205163,0.527,0.00968,7,0.632,-10.4,1,0.193,105.86,4,0.319
541,Teenage Fever,Drake,https://open.spotify.com/track/6n3HGiq4v35D6eFOSwqYuo,6n3HGiq4v35D6eFOSwqYuo,0.11,0.768,219692,0.282,0.0208,8,0.113,-10.348,0,0.0863,97.043,4,0.175
542,Glow,Drake,https://open.spotify.com/track/28irpKCCK9nn9DZSik2zEx,28irpKCCK9nn9DZSik2zEx,0.227,0.669,206120,0.385,0.0,0,0.7,-8.901,1,0.378,162.039,4,0.391
543,Nothings Into Somethings,Drake,https://open.spotify.com/track/6MbH1QiphMCPTqVEVC7UYi,6MbH1QiphMCPTqVEVC7UYi,0.379,0.76,153725,0.227,0.0017,11,0.355,-8.327,0,0.15,96.912,4,0.279
544,Can't Have Everything,Drake,https://open.spotify.com/track/5f5r2N4Lp9WoULWPH9zp2W,5f5r2N4Lp9WoULWPH9zp2W,0.0111,0.636,228438,0.568,0.0,1,0.117,-8.441,1,0.419,82.495,4,0.438
545,Lose You,Drake,https://open.spotify.com/track/2Na0z2gfN67Rzf0vp74Wi3,2Na0z2gfN67Rzf0vp74Wi3,0.736,0.519,305374,0.576,0.0,4,0.371,-9.162,1,0.414,87.983,4,0.373
546,Skepta Interlude,Drake,https://open.spotify.com/track/2dfqS3MRtbLZSZA1IL8xY5,2dfqS3MRtbLZSZA1IL8xY5,0.0117,0.801,143214,0.813,3.79e-06,7,0.157,-6.404,1,0.23,129.962,4,0.403
547,Since Way Back,Drake,https://open.spotify.com/track/5JUu0unA8VwhTZ9LkMWUVI,5JUu0unA8VwhTZ9LkMWUVI,0.352,0.429,368036,0.275,6.58e-06,0,0.185,-11.156,1,0.161,76.683,4,0.258
548,Do Not Disturb,Drake,https://open.spotify.com/track/2KvHC9z14GSl4YpkNMX384,2KvHC9z14GSl4YpkNMX384,0.234,0.787,283551,0.69,0.0,7,0.112,-6.206,0,0.404,171.029,4,0.465
549,Ice Melts,Drake,https://open.spotify.com/track/7bJ4mu7MHa3rHiNyKjOoSl,7bJ4mu7MHa3rHiNyKjOoSl,0.0754,0.813,250770,0.558,0.0,9,0.385,-7.559,1,0.337,124.949,4,0.631
550,All Me,Drake,https://open.spotify.com/track/4kNvYhyl8R6m1vykVkcuBu,4kNvYhyl8R6m1vykVkcuBu,0.0704,0.667,270867,0.506,0.0,1,0.257,-6.944,1,0.394,122.012,4,0.398
551,"Two Birds, One Stone",Drake,https://open.spotify.com/track/3m62bJJXGyQKdR9XyRocnl,3m62bJJXGyQKdR9XyRocnl,0.329,0.46,238960,0.832,0.0,8,0.127,-2.628,1,0.232,86.35,4,0.358
552,Headlines,Drake,https://open.spotify.com/track/7kfTqGMzIHFWeBeOJALzRf,7kfTqGMzIHFWeBeOJALzRf,0.335,0.64,235987,0.554,0.000181,6,0.0915,-7.498,0,0.118,151.991,4,0.383
553,Johnny B. Goode,Chuck Berry,https://open.spotify.com/track/3BUQFs6aFWh7EFNmI8bfL7,3BUQFs6aFWh7EFNmI8bfL7,0.738,0.516,161560,0.798,0.000128,10,0.305,-9.049,1,0.083,168.195,4,0.969
554,Legend,Drake,https://open.spotify.com/track/1ID1QFSNNxi0hiZCNcwjUC,1ID1QFSNNxi0hiZCNcwjUC,0.024,0.715,241853,0.561,0.0,1,0.0769,-7.605,1,0.0721,100.076,4,0.297
555,0 To 100 / The Catch Up,Drake,https://open.spotify.com/track/4jtyUzZm9WLc2AdaJ1dso7,4jtyUzZm9WLc2AdaJ1dso7,0.763,0.707,275227,0.709,0.0,11,0.274,-3.979,0,0.34,89.094,4,0.501
556,Jungle,Drake,https://open.spotify.com/track/7JXZq0JgG2zTrSOAgY8VMC,7JXZq0JgG2zTrSOAgY8VMC,0.614,0.508,320400,0.234,0.000163,7,0.111,-8.724,1,0.109,195.092,4,0.392
557,The Heart Part 4,Kendrick Lamar,https://open.spotify.com/track/1zayuwd1YLZsYDArkruHdL,1zayuwd1YLZsYDArkruHdL,0.501,0.672,288555,0.434,0.000125,9,0.272,-15.218,0,0.765,129.209,4,0.54
558,Still Got Time,ZAYN,https://open.spotify.com/track/000xQL6tZNLJzIrtIgxqSl,000xQL6tZNLJzIrtIgxqSl,0.131,0.748,188491,0.627,0.0,7,0.0852,-6.029,1,0.0644,120.963,4,0.524
559,Ascension (feat. Vince Staples),Gorillaz,https://open.spotify.com/track/2bBMODHVTXGwE2aZYfbgCt,2bBMODHVTXGwE2aZYfbgCt,0.594,0.676,155973,0.905,0.0,1,0.154,-2.569,1,0.147,152.186,4,0.519
560,Andromeda (feat. DRAM),Gorillaz,https://open.spotify.com/track/2C0KFbb4v9CNWR5c9jWcKC,2C0KFbb4v9CNWR5c9jWcKC,0.003,0.788,197547,0.472,0.0322,0,0.59,-9.021,1,0.0475,130.084,4,0.257
561,Saturnz Barz (feat. Popcaan),Gorillaz,https://open.spotify.com/track/7l9CE3wmEGOUYw1j4ETjnL,7l9CE3wmEGOUYw1j4ETjnL,0.0272,0.383,181907,0.621,0.0,6,0.427,-5.878,0,0.113,80.051,4,0.213
562,Light My Body Up (feat. Nicki Minaj & Lil Wayne),David Guetta,https://open.spotify.com/track/3vgNmjuRDnGLxUFGCLkwpm,3vgNmjuRDnGLxUFGCLkwpm,0.00365,0.699,225616,0.66,0.0,6,0.139,-7.013,0,0.0861,145.937,4,0.689
563,XO TOUR Llif3,Lil Uzi Vert,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,2eMwDehkIC1j68U6FA3Eiq,0.00264,0.732,182707,0.75,0.0,11,0.109,-6.366,0,0.231,155.096,4,0.401
564,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,https://open.spotify.com/track/3A2OHirUAlQp2x73BJlEDA,3A2OHirUAlQp2x73BJlEDA,0.156,0.737,240926,0.557,0.0,4,0.0691,-5.476,0,0.162,180.031,4,0.252
565,do re mi,blackbear,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY,3Q3myFA7q4Op95DOpHplaY,0.00419,0.742,212027,0.599,1.02e-05,8,0.126,-6.256,1,0.0465,110.977,3,0.154
566,We Got The Power (feat. Jehnny Beth),Gorillaz,https://open.spotify.com/track/7hQ0ojbeqicGhw0wdUVeaN,7hQ0ojbeqicGhw0wdUVeaN,0.228,0.507,139560,0.985,3.31e-05,0,0.19,-2.392,1,0.153,150.059,4,0.394
567,Come Over,Trey Songz,https://open.spotify.com/track/7L0sPpF8fzmXxygzY2PdCo,7L0sPpF8fzmXxygzY2PdCo,0.333,0.608,241093,0.466,1.43e-06,2,0.0809,-5.897,1,0.0398,131.443,4,0.231
568,Nobody Else But You,Trey Songz,https://open.spotify.com/track/1HOUzEsetdIPSpAgRPhZQt,1HOUzEsetdIPSpAgRPhZQt,0.0381,0.708,229013,0.612,0.0,5,0.277,-6.379,0,0.122,139.913,4,0.263
569,The One,The Chainsmokers,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,0wfbD5rAksdXUzRvMfM3x5,0.238,0.76,177573,0.303,8.09e-06,2,0.294,-11.362,1,0.0284,99.991,4,0.15
570,Star Of The Show,Thomas Rhett,https://open.spotify.com/track/63OQWdXMq0Pe6pRpWY5gO0,63OQWdXMq0Pe6pRpWY5gO0,0.14,0.691,181200,0.624,0.0,7,0.168,-5.874,1,0.027,101.988,4,0.662
